45,50
69,69
39,35
59,62
41,27
66,69
43,33
56,67
39,65
48,45
22,23
17,1
47,55
61,47
15,19
42,35
0,17
46,43
15,8
18,23
55,42
36,41
64,57
15,17
8,23
51,48
3,5
13,21
62,59
44,37
33,41
23,7
53,61
55,60
67,30
5,13
3,10
9,19
19,11
27,1
59,25
43,30
31,44
43,69
36,45
53,55
42,47
59,67
51,45
27,19
50,67
63,45
5,10
10,27
40,53
55,41
13,1
62,51
55,53
32,39
38,51
25,6
59,39
52,47
50,57
2,3
34,39
7,12
68,41
9,5
27,11
43,56
17,7
7,11
53,63
63,65
13,12
13,24
55,69
31,45
46,53
37,59
61,34
41,32
32,37
29,42
40,29
63,35
27,49
54,67
45,69
23,15
27,21
67,68
33,70
27,13
11,9
60,53
67,55
9,16
49,40
69,29
21,24
9,13
65,69
69,41
45,51
12,23
47,39
15,25
43,65
30,21
67,62
47,33
17,21
19,9
56,47
51,65
47,38
47,37
47,42
3,31
67,61
16,19
39,59
21,4
13,18
61,65
8,9
35,43
11,17
53,51
66,43
50,45
34,43
63,63
15,7
3,19
42,45
69,57
16,3
69,65
9,25
43,48
45,68
52,41
1,21
6,25
21,14
47,53
36,37
9,17
38,37
37,66
45,37
4,13
65,41
54,63
61,49
50,43
41,36
32,49
65,53
22,3
7,17
37,62
55,47
7,5
50,63
47,48
21,23
27,48
15,9
25,25
59,48
44,55
33,45
37,37
7,4
41,62
63,50
24,49
4,29
1,3
35,37
23,4
17,18
61,69
66,41
17,13
67,28
43,35
2,17
40,57
59,46
61,67
54,41
66,25
35,47
61,64
15,20
57,66
47,31
26,41
49,57
5,21
10,5
3,13
7,6
2,5
14,21
55,59
49,49
65,52
59,37
13,9
19,2
10,15
18,21
19,34
21,17
9,11
65,67
11,1
25,22
58,57
33,43
9,7
46,39
7,19
59,49
18,7
11,26
9,6
67,43
57,61
66,29
65,25
14,13
1,7
1,17
35,48
53,58
51,63
27,12
63,60
65,49
27,23
31,39
30,49
20,23
1,13
22,25
9,12
65,35
62,65
66,57
27,47
20,1
51,70
43,51
41,43
5,17
65,59
53,59
27,2
39,49
16,1
68,53
65,39
17,19
58,39
63,41
45,62
47,35
16,23
46,67
34,47
7,13
14,25
59,56
45,53
33,47
67,51
8,15
63,43
27,22
37,45
57,51
43,39
55,65
49,60
17,4
41,39
49,54
70,53
26,3
67,69
1,20
65,31
64,43
65,36
1,1
11,19
29,41
5,24
68,57
22,11
53,38
69,24
19,21
18,11
42,69
55,64
44,31
23,2
48,65
5,16
13,16
23,13
57,53
40,39
63,49
69,66
27,46
69,37
26,9
21,0
69,32
62,49
57,54
47,51
3,7
63,54
67,59
65,47
55,61
51,54
2,15
67,31
4,7
11,4
24,47
15,23
21,3
53,65
11,8
40,65
45,34
14,5
50,51
63,51
51,43
33,46
5,6
57,57
63,27
7,18
0,23
17,28
69,53
6,3
20,21
65,46
59,59
46,55
41,68
60,69
43,55
9,3
25,37
3,9
56,43
61,62
41,38
6,1
5,15
11,27
24,9
25,4
63,30
47,34
13,13
35,39
55,55
39,33
25,7
25,49
41,51
69,55
7,20
53,67
13,7
9,8
67,40
49,59
8,27
67,35
57,70
65,54
1,14
63,57
64,25
51,47
23,12
17,11
41,55
15,3
23,23
7,22
23,11
41,64
61,59
38,47
67,32
53,66
68,63
68,37
31,47
41,59
59,69
61,61
37,64
61,40
57,49
10,33
57,45
33,63
53,47
65,55
68,51
63,28
62,57
47,47
23,25
39,47
57,39
67,66
59,63
17,12
47,67
25,3
27,39
65,50
33,44
50,47
24,13
37,57
41,53
33,0
45,59
63,40
51,28
39,30
44,27
67,65
21,21
66,67
47,43
60,51
1,23
5,5
69,63
55,57
17,23
3,23
50,65
57,69
5,9
40,41
6,11
65,32
19,3
11,3
26,25
59,55
5,19
46,63
57,30
45,61
41,49
25,44
64,61
21,8
19,13
49,43
49,56
20,29
35,21
19,10
33,37
47,59
51,60
15,22
45,33
17,17
11,10
58,41
47,69
37,63
41,33
11,24
61,36
25,27
67,39
46,29
22,21
10,11
57,43
47,62
49,38
51,69
7,9
9,18
16,25
47,61
57,59
50,69
17,29
45,60
5,20
47,57
5,25
13,19
19,6
1,8
41,69
42,55
1,15
57,65
29,8
53,69
5,31
48,69
53,60
62,55
67,64
42,33
69,56
43,63
37,47
44,53
36,63
8,25
49,61
45,58
59,29
47,52
49,47
55,49
47,63
51,50
63,67
19,25
29,25
21,15
63,48
59,38
60,41
55,35
57,46
69,27
29,49
42,61
63,46
67,33
67,50
70,27
40,47
58,35
39,68
28,19
10,1
12,13
23,21
38,39
1,19
19,19
11,13
5,1
17,9
15,11
39,43
49,41
39,51
61,56
45,31
37,39
45,55
31,37
60,67
6,27
47,65
49,65
16,31
9,23
9,24
23,9
4,3
21,16
7,31
11,11
41,61
47,45
58,51
21,1
63,38
8,3
61,44
69,40
47,36
65,58
6,7
57,52
42,41
65,44
48,67
7,10
13,27
57,33
43,60
56,49
14,17
67,54
61,63
49,64
45,28
5,23
28,41
61,51
12,1
23,3
63,62
69,59
59,53
46,49
70,65
52,59
63,52
47,29
42,37
51,61
13,10
23,8
52,53
39,37
31,40
36,39
21,5
29,45
21,45
53,56
53,40
54,53
60,47
65,48
37,69
12,17
24,25
49,51
18,15
45,39
7,7
32,35
33,48
61,31
59,43
41,35
44,41
35,45
69,61
61,45
64,41
53,43
16,9
49,67
45,43
61,43
45,41
1,12
45,46
5,3
37,43
29,22
47,27
53,39
62,69
15,10
59,51
19,17
13,11
26,13
55,67
65,51
17,8
28,25
60,37
1,10
67,38
39,39
13,23
29,47
26,19
35,56
8,31
52,55
21,11
3,3
67,45
69,39
52,67
51,55
33,9
37,67
63,53
27,24
49,39
47,49
3,29
59,54
57,47
39,66
63,39
31,43
19,4
11,25
63,25
39,41
11,14
5,11
9,9
55,51
13,2
23,20
28,45
27,41
66,55
41,50
25,23
48,41
63,37
30,37
3,12
56,55
41,47
43,47
59,41
57,44
0,7
39,34
36,67
